,block,cluster_labels
5234,6752,0.0
5235,6753,0.0
5236,6754,2.0
5237,6755,0.0
5238,6756,0.0
5239,6757,0.0
5240,6758,0.0
5241,6759,1.0
5242,6760,0.0
5243,6761,0.0
5244,6762,0.0
5245,6763,0.0
5246,6764,0.0
5247,6765,2.0
5248,6766,2.0
5249,6767,2.0
5250,6768,2.0
5251,6772,0.0
5252,6773,1.0
5253,6774,0.0
5254,6809,0.0
5255,6810,2.0
5256,6811,2.0
5257,6812,2.0
5258,6813,2.0
5259,6814,2.0
5260,6815,2.0
5261,6816,2.0
5262,6817,0.0
5263,6818,0.0
5264,6819,0.0
5265,6820,2.0
5266,6821,2.0
5267,6822,2.0
5268,6823,2.0
5269,6824,2.0
5270,6825,0.0
5271,6826,2.0
5272,6827,2.0
5273,6828,2.0
5274,6829,2.0
5275,6830,2.0
5276,6831,2.0
5277,6832,0.0
5278,6833,0.0
5279,6834,2.0
5280,6835,2.0
5281,6836,2.0
5282,6837,2.0
5283,6838,0.0
5284,6839,0.0
5285,6840,0.0
5286,6841,0.0
5287,6842,0.0
5288,6843,0.0
5289,6844,0.0
5290,6845,0.0
5291,6846,0.0
5292,6847,0.0
5293,6848,0.0
5294,6849,0.0
5295,6850,2.0
5296,6851,2.0
5297,6852,0.0
5298,6853,0.0
5299,6854,0.0
5300,6855,0.0
5301,6856,0.0
5302,6857,0.0
5303,6858,2.0
5304,6859,0.0
5305,6860,0.0
5306,6861,0.0
5307,6862,0.0
5308,6863,0.0
5309,6864,0.0
5310,6865,0.0
5311,6866,0.0
5312,6867,0.0
5313,6868,0.0
5314,6869,0.0
5315,6870,0.0
5316,6871,0.0
5317,6872,0.0
5318,6873,0.0
5319,6874,0.0
5320,6875,0.0
5321,6876,0.0
5322,6877,0.0
5323,6878,0.0
5324,6879,0.0
5325,6880,0.0
5326,6881,2.0
5327,6882,2.0
5328,6883,2.0
5329,6884,0.0
5330,6885,0.0
5331,6886,0.0
5332,6887,2.0
5333,6888,0.0
5334,6889,0.0
5335,6890,0.0
5336,6891,0.0
5337,6892,0.0
5338,6893,2.0
5339,6894,0.0
5340,6895,0.0
5341,6896,0.0
5342,6897,0.0
5343,6898,2.0
5344,6899,2.0
5345,6900,2.0
5346,6901,0.0
5347,6902,2.0
5348,6903,0.0
5349,6904,0.0
5350,6905,2.0
5351,6906,0.0
5352,6907,0.0
5353,6908,0.0
5354,6909,0.0
5355,6910,0.0
5356,6911,0.0
5357,6912,0.0
5358,6913,0.0
5359,6914,0.0
5360,6915,2.0
5361,6916,0.0
5362,6917,0.0
5363,6918,2.0
5364,6919,0.0
5365,6920,0.0
5366,6921,0.0
5367,6922,0.0
5368,6923,1.0
5369,6924,0.0
5370,6965,2.0
5371,6966,2.0
5372,6967,2.0
5373,6968,2.0
5374,6969,0.0
5375,6970,0.0
5376,6971,2.0
5377,6972,2.0
5378,6973,2.0
5379,6974,2.0
5380,6975,2.0
5381,6976,0.0
5382,6977,2.0
5383,6978,0.0
5384,6979,2.0
5385,6980,0.0
5386,6981,2.0
5387,6982,2.0
5388,6983,2.0
5389,6984,2.0
5390,6985,2.0
5391,6986,2.0
5392,6987,2.0
5393,6988,2.0
5394,6989,0.0
5395,6990,2.0
5396,6991,2.0
5397,6992,2.0
5398,6993,2.0
5399,6994,2.0
5400,6995,0.0
5401,6996,0.0
5402,6997,0.0
5403,6998,2.0
5404,6999,2.0
5405,7000,2.0
5406,7001,0.0
5407,7002,2.0
5408,7003,0.0
5409,7004,0.0
5410,7005,0.0
5411,7006,2.0
5412,7007,0.0
5413,7008,0.0
5414,7009,0.0
5415,7010,0.0
5416,7011,0.0
5417,7012,0.0
5418,7013,0.0
5419,7014,0.0
5420,7015,0.0
5421,7016,0.0
5422,7017,2.0
5423,7018,0.0
5424,7019,0.0
5425,7020,0.0
5426,7021,2.0
5427,7022,2.0
5428,7023,0.0
5429,7024,0.0
5430,7025,0.0
5431,7026,0.0
5432,7027,0.0
5433,7028,0.0
5434,7029,0.0
5435,7030,0.0
5436,7031,0.0
5437,7032,0.0
5438,7033,0.0
5439,7034,0.0
5440,7035,0.0
5441,7036,0.0
5442,7037,2.0
5443,7038,0.0
5444,7039,2.0
5445,7040,0.0
5446,7041,0.0
5447,7042,0.0
5448,7043,2.0
5449,7044,2.0
5450,7045,0.0
5451,7046,0.0
5452,7047,0.0
5453,7048,0.0
5454,7049,0.0
5455,7050,0.0
5456,7051,0.0
5457,7052,0.0
5458,7053,0.0
5459,7054,2.0
5460,7055,2.0
5461,7056,2.0
5462,7057,0.0
5463,7058,2.0
5464,7059,0.0
5465,7060,0.0
5466,7061,0.0
5467,7062,0.0
5468,7063,2.0
5469,7064,0.0
5470,7065,0.0
5471,7066,0.0
5472,7067,0.0
5473,7068,0.0
5474,7069,0.0
5475,7070,2.0
5476,7071,0.0
5477,7072,0.0
5478,7073,0.0
5479,7074,0.0
5480,7075,0.0
5481,7076,0.0
5482,7077,0.0
5483,7078,0.0
5484,7079,1.0
5485,7080,0.0
5486,7081,2.0
5487,7082,2.0
5488,7126,2.0
5489,7127,2.0
5490,7128,2.0
5491,7129,2.0
5492,7130,0.0
5493,7131,0.0
5494,7132,2.0
5495,7133,2.0
5496,7134,2.0
5497,7135,2.0
5498,7136,0.0
5499,7137,0.0
5500,7138,2.0
5501,7139,0.0
5502,7140,2.0
5503,7141,2.0
5504,7142,2.0
5505,7143,2.0
5506,7144,2.0
5507,7145,0.0
5508,7146,2.0
5509,7147,0.0
5510,7148,2.0
5511,7149,0.0
5512,7150,2.0
5513,7151,0.0
5514,7152,2.0
5515,7153,2.0
5516,7154,2.0
5517,7155,2.0
5518,7156,0.0
5519,7157,0.0
5520,7158,2.0
5521,7159,2.0
5522,7160,0.0
5523,7161,0.0
5524,7162,2.0
5525,7163,0.0
5526,7164,2.0
5527,7165,0.0
5528,7166,0.0
5529,7167,0.0
5530,7168,0.0
5531,7169,0.0
5532,7170,0.0
5533,7171,0.0
5534,7172,0.0
5535,7173,0.0
5536,7174,0.0
5537,7175,0.0
5538,7176,0.0
5539,7177,0.0
5540,7178,0.0
5541,7179,0.0
5542,7180,0.0
5543,7181,0.0
5544,7182,0.0
5545,7183,0.0
5546,7184,0.0
5547,7185,0.0
5548,7186,0.0
5549,7187,0.0
5550,7188,0.0
5551,7189,0.0
5552,7190,0.0
5553,7191,0.0
5554,7192,2.0
5555,7193,2.0
5556,7194,0.0
5557,7195,0.0
5558,7196,0.0
5559,7197,0.0
5560,7198,2.0
5561,7199,2.0
5562,7200,2.0
5563,7201,0.0
5564,7202,0.0
5565,7203,0.0
5566,7204,0.0
5567,7205,0.0
5568,7206,0.0
5569,7207,0.0
5570,7208,0.0
5571,7209,0.0
5572,7210,2.0
5573,7211,2.0
5574,7212,0.0
5575,7213,0.0
5576,7214,0.0
5577,7215,2.0
5578,7216,2.0
5579,7217,2.0
5580,7218,0.0
5581,7219,2.0
5582,7220,2.0
5583,7221,0.0
5584,7222,0.0
5585,7223,0.0
5586,7224,0.0
5587,7225,0.0
5588,7226,0.0
5589,7227,0.0
5590,7228,0.0
5591,7229,0.0
5592,7230,0.0
5593,7231,0.0
5594,7232,0.0
5595,7233,0.0
5596,7234,0.0
5597,7235,0.0
5598,7236,0.0
5599,7237,0.0
5600,7238,0.0
5601,7239,0.0
5602,7240,0.0
5603,7241,0.0
5604,7242,0.0
5605,7243,2.0
5606,7244,0.0
5607,7245,2.0
5608,7293,2.0
5609,7294,2.0
5610,7295,2.0
5611,7296,2.0
5612,7297,2.0
5613,7298,0.0
5614,7299,0.0
5615,7300,0.0
5616,7301,0.0
5617,7302,2.0
5618,7303,2.0
5619,7304,2.0
5620,7305,2.0
5621,7306,2.0
5622,7307,2.0
5623,7308,2.0
5624,7309,2.0
5625,7310,0.0
5626,7311,0.0
5627,7312,2.0
5628,7313,2.0
5629,7314,0.0
5630,7315,2.0
5631,7316,0.0
5632,7317,2.0
5633,7318,2.0
5634,7319,0.0
5635,7320,2.0
5636,7321,2.0
5637,7322,2.0
5638,7323,0.0
5639,7324,0.0
5640,7325,2.0
5641,7326,2.0
5642,7327,2.0
5643,7328,0.0
5644,7329,0.0
5645,7330,0.0
5646,7331,0.0
5647,7332,0.0
5648,7333,0.0
5649,7334,0.0
5650,7335,0.0
5651,7336,0.0
5652,7337,0.0
5653,7338,0.0
5654,7339,0.0
5655,7340,0.0
5656,7341,0.0
5657,7342,0.0
5658,7343,0.0
5659,7344,0.0
5660,7345,0.0
5661,7346,0.0
5662,7347,0.0
5663,7348,0.0
5664,7349,0.0
5665,7350,0.0
5666,7351,0.0
5667,7352,0.0
5668,7353,0.0
5669,7354,0.0
5670,7355,0.0
5671,7356,0.0
5672,7357,2.0
5673,7358,2.0
5674,7359,0.0
5675,7360,0.0
5676,7361,0.0
5677,7362,0.0
5678,7363,0.0
5679,7364,0.0
5680,7365,0.0
5681,7366,0.0
5682,7367,0.0
5683,7368,0.0
5684,7369,0.0
5685,7370,0.0
5686,7371,0.0
5687,7372,0.0
5688,7373,0.0
5689,7374,0.0
5690,7375,0.0
5691,7376,0.0
5692,7377,0.0
5693,7378,2.0
5694,7379,2.0
5695,7380,2.0
5696,7381,0.0
5697,7382,2.0
5698,7383,2.0
5699,7384,0.0
5700,7385,0.0
5701,7386,0.0
5702,7387,0.0
5703,7388,2.0
5704,7389,0.0
5705,7390,0.0
5706,7391,0.0
5707,7392,0.0
5708,7393,0.0
5709,7394,0.0
5710,7395,2.0
5711,7396,2.0
5712,7397,0.0
5713,7398,0.0
5714,7399,0.0
5715,7400,0.0
5716,7401,0.0
5717,7402,0.0
5718,7403,0.0
5719,7404,0.0
5720,7405,0.0
5721,7406,0.0
5722,7407,0.0
5723,7408,2.0
5724,7409,2.0
5725,7410,0.0
5726,7411,0.0
5727,7412,0.0
5728,7413,0.0
5729,7414,2.0
5730,7415,2.0
5731,7416,2.0
5732,7417,0.0
5733,7465,2.0
5734,7466,2.0
5735,7467,0.0
5736,7468,2.0
5737,7469,2.0
5738,7470,2.0
5739,7471,0.0
5740,7472,0.0
5741,7473,0.0
5742,7474,0.0
5743,7475,0.0
5744,7476,0.0
5745,7477,0.0
5746,7478,0.0
5747,7479,2.0
5748,7480,2.0
5749,7481,2.0
5750,7482,2.0
5751,7483,0.0
5752,7484,0.0
5753,7485,2.0
5754,7486,0.0
5755,7487,2.0
5756,7488,2.0
5757,7489,2.0
5758,7490,2.0
5759,7491,2.0
5760,7492,0.0
5761,7493,2.0
5762,7494,0.0
5763,7495,0.0
5764,7496,2.0
5765,7497,0.0
5766,7498,0.0
5767,7499,0.0
5768,7500,0.0
5769,7501,2.0
5770,7502,0.0
5771,7503,0.0
5772,7504,0.0
5773,7505,0.0
5774,7506,0.0
5775,7507,0.0
5776,7508,0.0
5777,7509,0.0
5778,7510,0.0
5779,7511,0.0
5780,7512,0.0
5781,7513,0.0
5782,7514,0.0
5783,7515,0.0
5784,7516,0.0
5785,7517,0.0
5786,7518,0.0
5787,7519,0.0
5788,7520,0.0
5789,7521,0.0
5790,7522,0.0
5791,7523,0.0
5792,7524,0.0
5793,7525,0.0
5794,7526,0.0
5795,7527,0.0
5796,7528,2.0
5797,7529,2.0
5798,7530,0.0
5799,7531,0.0
5800,7532,2.0
5801,7533,0.0
5802,7534,0.0
5803,7535,0.0
5804,7536,0.0
5805,7537,0.0
5806,7538,0.0
5807,7539,0.0
5808,7540,0.0
5809,7541,0.0
5810,7542,0.0
5811,7543,0.0
5812,7544,2.0
5813,7545,0.0
5814,7546,0.0
5815,7547,0.0
5816,7548,0.0
5817,7549,0.0
5818,7550,0.0
5819,7551,2.0
5820,7552,2.0
5821,7553,0.0
5822,7554,2.0
5823,7555,2.0
5824,7556,0.0
5825,7557,0.0
5826,7558,2.0
5827,7559,0.0
5828,7560,0.0
5829,7561,0.0
5830,7562,0.0
5831,7563,0.0
5832,7564,0.0
5833,7565,2.0
5834,7566,0.0
5835,7567,0.0
5836,7568,0.0
5837,7569,0.0
5838,7570,0.0
5839,7571,0.0
5840,7572,2.0
5841,7573,0.0
5842,7574,0.0
5843,7575,0.0
5844,7576,0.0
5845,7577,0.0
5846,7578,0.0
5847,7579,0.0
5848,7580,0.0
5849,7581,2.0
5850,7582,0.0
5851,7583,0.0
5852,7584,0.0
5853,7585,0.0
5854,7586,0.0
5855,7587,0.0
5856,7588,0.0
5857,7589,0.0
5858,7590,0.0
5859,7591,0.0
5860,7592,0.0
5861,7593,0.0
5862,7594,2.0
5863,7595,0.0
5864,7643,2.0
5865,7644,2.0
5866,7645,2.0
5867,7646,2.0
5868,7647,2.0
5869,7648,2.0
5870,7649,2.0
5871,7650,0.0
5872,7651,0.0
5873,7652,0.0
5874,7653,0.0
5875,7654,0.0
5876,7655,2.0
5877,7656,0.0
5878,7657,2.0
5879,7658,2.0
5880,7659,2.0
5881,7660,2.0
5882,7661,0.0
5883,7662,2.0
5884,7663,2.0
5885,7664,0.0
5886,7665,2.0
5887,7666,2.0
5888,7667,2.0
5889,7668,0.0
5890,7669,2.0
5891,7670,0.0
5892,7671,2.0
5893,7672,0.0
5894,7673,0.0
5895,7674,0.0
5896,7675,0.0
5897,7676,2.0
5898,7677,2.0
5899,7678,0.0
5900,7679,2.0
5901,7680,0.0
5902,7681,0.0
5903,7682,2.0
5904,7683,0.0
5905,7684,0.0
5906,7685,0.0
5907,7686,0.0
5908,7687,0.0
5909,7688,0.0
5910,7689,0.0
5911,7690,0.0
5912,7691,0.0
5913,7692,0.0
5914,7693,0.0
5915,7694,0.0
5916,7695,0.0
5917,7696,0.0
5918,7697,0.0
5919,7698,0.0
5920,7699,0.0
5921,7700,0.0
5922,7701,0.0
5923,7702,0.0
5924,7703,0.0
5925,7704,0.0
5926,7705,0.0
5927,7706,0.0
5928,7707,0.0
5929,7708,0.0
5930,7709,2.0
5931,7710,0.0
5932,7711,2.0
5933,7712,2.0
5934,7713,0.0
5935,7714,0.0
5936,7715,2.0
5937,7716,2.0
5938,7717,0.0
5939,7718,2.0
5940,7719,0.0
5941,7720,0.0
5942,7721,0.0
5943,7722,0.0
5944,7723,2.0
5945,7724,0.0
5946,7725,0.0
5947,7726,2.0
5948,7727,2.0
5949,7728,0.0
5950,7729,0.0
5951,7730,2.0
5952,7731,0.0
5953,7732,0.0
5954,7733,2.0
5955,7734,2.0
5956,7735,0.0
5957,7736,2.0
5958,7737,2.0
5959,7738,0.0
5960,7739,0.0
5961,7740,2.0
5962,7741,2.0
5963,7742,0.0
5964,7743,0.0
5965,7744,0.0
5966,7745,0.0
5967,7746,2.0
5968,7747,0.0
5969,7748,0.0
5970,7749,0.0
5971,7750,0.0
5972,7751,0.0
5973,7752,0.0
5974,7753,0.0
5975,7754,0.0
5976,7755,0.0
5977,7756,0.0
5978,7757,0.0
5979,7758,2.0
5980,7759,2.0
5981,7760,2.0
5982,7761,0.0
5983,7762,2.0
5984,7763,2.0
5985,7764,0.0
5986,7765,0.0
5987,7766,0.0
5988,7767,0.0
5989,7768,0.0
5990,7769,0.0
5991,7770,0.0
5992,7771,0.0
5993,7772,0.0
5994,7773,0.0
5995,7774,0.0
5996,7775,0.0
5997,7776,0.0
5998,7777,2.0
5999,7778,0.0
6000,7779,0.0
6001,7780,2.0
6002,7781,2.0
6003,7826,2.0
6004,7827,0.0
6005,7828,2.0
6006,7829,2.0
6007,7830,2.0
6008,7831,2.0
6009,7832,2.0
6010,7833,0.0
6011,7834,0.0
6012,7835,0.0
6013,7836,0.0
6014,7837,2.0
6015,7838,0.0
6016,7839,0.0
6017,7840,2.0
6018,7841,0.0
6019,7842,2.0
6020,7843,0.0
6021,7844,0.0
6022,7845,0.0
6023,7846,0.0
6024,7847,2.0
6025,7848,2.0
6026,7849,0.0
6027,7850,2.0
6028,7851,2.0
6029,7852,2.0
6030,7853,2.0
6031,7854,0.0
6032,7855,0.0
6033,7856,0.0
6034,7857,0.0
6035,7858,0.0
6036,7859,0.0
6037,7860,0.0
6038,7861,0.0
6039,7862,0.0
6040,7863,2.0
6041,7864,2.0
6042,7865,2.0
6043,7866,0.0
6044,7867,0.0
6045,7868,0.0
6046,7869,0.0
6047,7870,0.0
6048,7871,0.0
6049,7872,0.0
6050,7873,0.0
6051,7874,0.0
6052,7875,0.0
6053,7876,0.0
6054,7877,0.0
6055,7878,0.0
6056,7879,0.0
6057,7880,0.0
6058,7881,0.0
6059,7882,2.0
6060,7883,0.0
6061,7884,0.0
6062,7885,0.0
6063,7886,0.0
6064,7887,0.0
6065,7888,0.0
6066,7889,0.0
6067,7890,0.0
6068,7891,0.0
6069,7892,0.0
6070,7893,0.0
6071,7894,0.0
6072,7895,0.0
6073,7896,0.0
6074,7897,0.0
6075,7898,2.0
6076,7899,0.0
6077,7900,0.0
6078,7901,0.0
6079,7902,0.0
6080,7903,0.0
6081,7904,0.0
6082,7905,2.0
6083,7906,2.0
6084,7907,0.0
6085,7908,0.0
6086,7909,0.0
6087,7910,2.0
6088,7911,2.0
6089,7912,2.0
6090,7913,0.0
6091,7914,0.0
6092,7915,2.0
6093,7916,2.0
6094,7917,2.0
6095,7918,0.0
6096,7919,0.0
6097,7920,0.0
6098,7921,2.0
6099,7922,2.0
6100,7923,2.0
6101,7924,0.0
6102,7925,2.0
6103,7926,0.0
6104,7927,0.0
6105,7928,0.0
6106,7929,0.0
6107,7930,0.0
6108,7931,0.0
6109,7932,0.0
6110,7933,0.0
6111,7934,0.0
6112,7935,0.0
6113,7936,0.0
6114,7937,0.0
6115,7938,0.0
6116,7939,0.0
6117,7940,0.0
6118,7941,2.0
6119,7942,0.0
6120,7943,0.0
6121,7944,0.0
6122,7945,0.0
6123,7946,2.0
6124,7947,0.0
6125,7948,0.0
6126,7949,0.0
6127,7950,0.0
6128,7951,0.0
6129,7952,0.0
6130,7953,0.0
6131,7954,0.0
6132,7955,0.0
6133,7956,2.0
6134,7957,0.0
6135,7958,0.0
6136,7959,0.0
6137,7960,0.0
6138,7961,0.0
6139,7962,0.0
6140,7963,0.0
6141,7964,0.0
6142,7965,0.0
6143,7966,2.0
6144,7967,0.0
6145,7968,2.0
6146,7969,0.0
6147,7970,2.0
6148,7971,0.0
6149,7972,2.0
6150,8015,2.0
6151,8016,0.0
6152,8017,2.0
6153,8018,2.0
6154,8019,2.0
6155,8020,0.0
6156,8021,0.0
6157,8022,0.0
6158,8023,0.0
6159,8024,2.0
6160,8025,2.0
6161,8026,0.0
6162,8027,0.0
6163,8028,0.0
6164,8029,2.0
6165,8030,0.0
6166,8031,0.0
6167,8032,0.0
6168,8033,0.0
6169,8034,0.0
6170,8035,2.0
6171,8036,2.0
6172,8037,2.0
6173,8038,2.0
6174,8039,2.0
6175,8040,2.0
6176,8041,0.0
6177,8042,0.0
6178,8043,0.0
6179,8044,0.0
6180,8045,2.0
6181,8046,2.0
6182,8047,0.0
6183,8048,0.0
6184,8049,0.0
6185,8050,0.0
6186,8051,0.0
6187,8052,0.0
6188,8053,0.0
6189,8054,0.0
6190,8055,0.0
6191,8056,0.0
6192,8057,0.0
6193,8058,0.0
6194,8059,0.0
6195,8060,0.0
6196,8061,0.0
6197,8062,0.0
6198,8063,0.0
6199,8064,0.0
6200,8065,0.0
6201,8066,0.0
6202,8067,0.0
6203,8068,0.0
6204,8069,0.0
6205,8070,0.0
6206,8071,2.0
6207,8072,0.0
6208,8073,0.0
6209,8074,0.0
6210,8075,0.0
6211,8076,0.0
6212,8077,0.0
6213,8078,0.0
6214,8079,0.0
6215,8080,0.0
6216,8081,0.0
6217,8082,0.0
6218,8083,0.0
6219,8084,2.0
6220,8085,2.0
6221,8086,0.0
6222,8087,1.0
6223,8088,0.0
6224,8089,0.0
6225,8090,0.0
6226,8091,0.0
6227,8092,0.0
6228,8093,0.0
6229,8094,2.0
6230,8095,2.0
6231,8096,0.0
6232,8097,2.0
6233,8098,2.0
6234,8099,2.0
6235,8100,2.0
6236,8101,0.0
6237,8102,0.0
6238,8103,2.0
6239,8104,0.0
6240,8105,0.0
6241,8106,0.0
6242,8107,2.0
6243,8108,0.0
6244,8109,0.0
6245,8110,0.0
6246,8111,0.0
6247,8112,0.0
6248,8113,0.0
6249,8114,0.0
6250,8115,0.0
6251,8116,0.0
6252,8117,0.0
6253,8118,0.0
6254,8119,0.0
6255,8120,0.0
6256,8121,0.0
6257,8122,0.0
6258,8123,0.0
6259,8124,0.0
6260,8125,0.0
6261,8126,0.0
6262,8127,0.0
6263,8128,2.0
6264,8129,0.0
6265,8130,2.0
6266,8131,2.0
6267,8132,0.0
6268,8133,0.0
6269,8134,0.0
6270,8135,0.0
6271,8136,0.0
6272,8137,0.0
6273,8138,0.0
6274,8139,0.0
6275,8140,0.0
6276,8141,0.0
6277,8142,0.0
6278,8143,0.0
6279,8144,2.0
6280,8145,0.0
6281,8146,0.0
6282,8147,0.0
6283,8148,0.0
6284,8149,0.0
6285,8150,2.0
6286,8151,0.0
6287,8152,2.0
6288,8153,0.0
6289,8154,0.0
6290,8155,0.0
6291,8156,0.0
6292,8157,0.0
6293,8158,0.0
6294,8159,0.0
6295,8160,0.0
6296,8161,2.0
6297,8162,0.0
6298,8207,2.0
6299,8208,2.0
6300,8209,0.0
6301,8210,0.0
6302,8211,2.0
6303,8212,2.0
6304,8213,2.0
6305,8214,2.0
6306,8215,0.0
6307,8216,0.0
6308,8217,0.0
6309,8218,0.0
6310,8219,2.0
6311,8220,2.0
6312,8221,2.0
6313,8222,0.0
6314,8223,2.0
6315,8224,0.0
6316,8225,0.0
6317,8226,0.0
6318,8227,2.0
6319,8228,0.0
6320,8229,2.0
6321,8230,2.0
6322,8231,2.0
6323,8232,0.0
6324,8233,2.0
6325,8234,0.0
6326,8235,0.0
6327,8236,0.0
6328,8237,2.0
6329,8238,2.0
6330,8239,2.0
6331,8240,0.0
6332,8241,0.0
6333,8242,0.0
6334,8243,0.0
6335,8244,0.0
6336,8245,0.0
6337,8246,0.0
6338,8247,0.0
6339,8248,0.0
6340,8249,0.0
6341,8250,0.0
6342,8251,0.0
6343,8252,1.0
6344,8253,0.0
6345,8254,0.0
6346,8255,0.0
6347,8256,0.0
6348,8257,2.0
6349,8258,0.0
6350,8259,0.0
6351,8260,0.0
6352,8261,0.0
6353,8262,0.0
6354,8263,0.0
6355,8264,0.0
6356,8265,0.0
6357,8266,0.0
6358,8267,0.0
6359,8268,0.0
6360,8269,0.0
6361,8270,0.0
6362,8271,0.0
6363,8272,0.0
6364,8273,2.0
6365,8274,0.0
6366,8275,0.0
6367,8276,0.0
6368,8277,0.0
6369,8278,0.0
6370,8279,0.0
6371,8280,0.0
6372,8281,0.0
6373,8282,0.0
6374,8283,2.0
6375,8284,2.0
6376,8285,0.0
6377,8286,0.0
6378,8287,0.0
6379,8288,0.0
6380,8289,0.0
6381,8290,2.0
6382,8291,2.0
6383,8292,2.0
6384,8293,0.0
6385,8294,0.0
6386,8295,0.0
6387,8296,2.0
6388,8297,2.0
6389,8298,0.0
6390,8299,0.0
6391,8300,0.0
6392,8301,0.0
6393,8302,0.0
6394,8303,0.0
6395,8304,0.0
6396,8305,0.0
6397,8306,0.0
6398,8307,2.0
6399,8308,0.0
6400,8309,0.0
6401,8310,0.0
6402,8311,2.0
6403,8312,0.0
6404,8313,0.0
6405,8314,0.0
6406,8315,0.0
6407,8316,0.0
6408,8317,0.0
6409,8318,0.0
6410,8319,0.0
6411,8320,2.0
6412,8321,2.0
6413,8322,2.0
6414,8323,2.0
6415,8324,0.0
6416,8325,0.0
6417,8326,0.0
6418,8327,0.0
6419,8328,0.0
6420,8329,0.0
6421,8330,0.0
6422,8331,0.0
6423,8332,0.0
6424,8333,0.0
6425,8334,0.0
6426,8335,0.0
6427,8336,0.0
6428,8337,0.0
6429,8338,0.0
6430,8339,0.0
6431,8340,0.0
6432,8341,0.0
6433,8342,0.0
6434,8343,0.0
6435,8344,0.0
6436,8345,0.0
6437,8346,0.0
6438,8347,0.0
6439,8348,0.0
6440,8349,0.0
6441,8350,0.0
6442,8351,0.0
6443,8352,0.0
6444,8353,0.0
6445,8354,0.0
6446,8355,0.0
6447,8356,2.0
6448,8357,2.0
6449,8374,2.0
6450,8375,2.0
6451,8376,2.0
6452,8377,2.0
6453,8404,2.0
6454,8405,2.0
6455,8406,0.0
6456,8407,2.0
6457,8408,2.0
6458,8409,2.0
6459,8410,2.0
6460,8411,2.0
6461,8412,2.0
6462,8413,0.0
6463,8414,0.0
6464,8415,2.0
6465,8416,2.0
6466,8417,0.0
6467,8418,0.0
6468,8419,2.0
6469,8420,2.0
6470,8421,0.0
6471,8422,0.0
6472,8423,2.0
6473,8424,0.0
6474,8425,0.0
6475,8426,0.0
6476,8427,0.0
6477,8428,2.0
6478,8429,2.0
6479,8430,2.0
6480,8431,0.0
6481,8432,0.0
6482,8433,2.0
6483,8434,2.0
6484,8435,0.0
6485,8436,0.0
6486,8437,0.0
6487,8438,0.0
6488,8439,0.0
6489,8440,0.0
6490,8441,0.0
6491,8442,0.0
6492,8443,0.0
6493,8444,2.0
6494,8445,2.0
6495,8446,0.0
6496,8447,0.0
6497,8448,0.0
6498,8449,0.0
6499,8450,0.0
6500,8451,0.0
6501,8452,0.0
6502,8453,0.0
6503,8454,0.0
6504,8455,0.0
6505,8456,0.0
6506,8457,0.0
6507,8458,0.0
6508,8459,0.0
6509,8460,2.0
6510,8461,0.0
6511,8462,0.0
6512,8463,0.0
6513,8464,0.0
6514,8465,0.0
6515,8466,0.0
6516,8467,0.0
6517,8468,0.0
6518,8469,2.0
6519,8470,2.0
6520,8471,0.0
6521,8472,2.0
6522,8473,0.0
6523,8474,2.0
6524,8475,0.0
6525,8476,0.0
6526,8477,0.0
6527,8478,0.0
6528,8479,0.0
6529,8480,0.0
6530,8481,0.0
6531,8482,0.0
6532,8483,2.0
6533,8484,0.0
6534,8485,0.0
6535,8486,2.0
6536,8487,2.0
6537,8488,0.0
6538,8489,2.0
6539,8490,2.0
6540,8491,0.0
6541,8492,0.0
6542,8493,2.0
6543,8494,2.0
6544,8495,0.0
6545,8496,0.0
6546,8497,0.0
6547,8498,2.0
6548,8499,0.0
6549,8500,0.0
6550,8501,0.0
6551,8502,0.0
6552,8503,0.0
6553,8504,0.0
6554,8505,0.0
6555,8506,0.0
6556,8507,0.0
6557,8508,0.0
6558,8509,0.0
6559,8510,0.0
6560,8511,0.0
6561,8512,0.0
6562,8513,0.0
6563,8514,0.0
6564,8515,0.0
6565,8516,0.0
6566,8517,2.0
6567,8518,0.0
6568,8519,0.0
6569,8520,0.0
6570,8521,0.0
6571,8522,0.0
6572,8523,0.0
6573,8524,0.0
6574,8525,0.0
6575,8526,0.0
6576,8527,0.0
6577,8528,0.0
6578,8529,0.0
6579,8530,0.0
6580,8531,0.0
6581,8532,0.0
6582,8533,0.0
6583,8534,0.0
6584,8535,0.0
6585,8536,0.0
6586,8537,0.0
6587,8538,0.0
6588,8539,0.0
6589,8540,0.0
6590,8541,0.0
6591,8542,0.0
6592,8543,0.0
6593,8544,0.0
6594,8545,0.0
6595,8546,0.0
6596,8547,0.0
6597,8548,0.0
6598,8549,0.0
6599,8550,0.0
6600,8551,0.0
6601,8552,0.0
6602,8553,2.0
6603,8554,2.0
6604,8555,2.0
6605,8556,2.0
6606,8570,2.0
6607,8571,2.0
6608,8572,2.0
6609,8573,2.0
6610,8574,2.0
6611,8601,2.0
6612,8602,2.0
6613,8603,2.0
6614,8604,2.0
6615,8605,2.0
6616,8606,2.0
6617,8607,2.0
6618,8608,0.0
6619,8609,0.0
6620,8610,0.0
6621,8611,0.0
6622,8612,2.0
6623,8613,0.0
6624,8614,0.0
6625,8615,0.0
6626,8616,2.0
6627,8617,2.0
6628,8618,0.0
6629,8619,0.0
6630,8620,0.0
6631,8621,0.0
6632,8622,0.0
