,block,cluster_labels
645,1043,0.0
646,1044,0.0
647,1045,0.0
648,1046,0.0
649,1047,0.0
650,1048,0.0
651,1049,0.0
652,1050,0.0
653,1051,2.0
654,1052,2.0
655,1053,0.0
656,1054,0.0
657,1055,0.0
658,1056,2.0
659,1057,0.0
660,1058,0.0
661,1059,2.0
662,1060,2.0
663,1067,0.0
664,1068,0.0
665,1069,0.0
666,1070,0.0
667,1071,0.0
668,1072,0.0
669,1073,2.0
670,1074,0.0
671,1075,0.0
672,1076,2.0
673,1077,2.0
674,1078,2.0
675,1079,2.0
676,1081,2.0
677,1082,2.0
678,1083,0.0
679,1084,0.0
680,1085,2.0
681,1086,0.0
682,1087,0.0
683,1088,2.0
684,1089,0.0
685,1090,2.0
686,1091,2.0
687,1092,0.0
688,1093,0.0
689,1094,0.0
690,1095,0.0
691,1096,0.0
692,1097,2.0
693,1098,0.0
694,1099,0.0
695,1100,0.0
696,1101,2.0
697,1102,0.0
698,1103,2.0
699,1104,0.0
700,1105,0.0
701,1106,0.0
702,1107,0.0
703,1108,2.0
704,1109,0.0
705,1110,0.0
706,1111,0.0
707,1112,0.0
708,1113,2.0
709,1114,2.0
710,1115,0.0
711,1116,2.0
712,1117,0.0
713,1118,2.0
714,1125,0.0
715,1126,0.0
716,1127,0.0
717,1128,0.0
718,1129,0.0
719,1130,0.0
720,1131,0.0
721,1132,0.0
722,1133,2.0
723,1134,2.0
724,1138,2.0
725,1139,2.0
726,1140,0.0
727,1141,0.0
728,1142,0.0
729,1143,2.0
730,1144,2.0
731,1145,2.0
732,1146,2.0
733,1147,2.0
734,1148,2.0
735,1149,0.0
736,1150,0.0
737,1151,0.0
738,1152,0.0
739,1153,0.0
740,1154,0.0
741,1155,0.0
742,1156,0.0
743,1157,0.0
744,1158,0.0
745,1159,2.0
746,1160,2.0
747,1161,2.0
748,1162,2.0
749,1163,0.0
750,1164,0.0
751,1165,0.0
752,1166,0.0
753,1167,0.0
754,1168,0.0
755,1169,0.0
756,1170,0.0
757,1171,0.0
758,1172,2.0
759,1173,0.0
760,1174,0.0
761,1175,0.0
762,1176,0.0
763,1184,0.0
764,1185,0.0
765,1186,0.0
766,1187,0.0
767,1188,0.0
768,1189,0.0
769,1190,0.0
770,1191,0.0
771,1192,2.0
772,1193,2.0
773,1198,2.0
774,1199,2.0
775,1200,2.0
776,1201,0.0
777,1202,0.0
778,1203,0.0
779,1204,0.0
780,1205,0.0
781,1206,0.0
782,1207,2.0
783,1208,2.0
784,1209,0.0
785,1210,2.0
786,1211,0.0
787,1212,0.0
788,1213,0.0
789,1214,2.0
790,1215,0.0
791,1216,0.0
792,1217,0.0
793,1218,0.0
794,1219,0.0
795,1220,0.0
796,1221,0.0
797,1222,2.0
798,1223,2.0
799,1224,2.0
800,1225,0.0
801,1226,0.0
802,1227,0.0
803,1228,0.0
804,1229,0.0
805,1230,0.0
806,1231,0.0
807,1232,2.0
808,1233,0.0
809,1234,0.0
810,1235,2.0
811,1236,0.0
812,1246,0.0
813,1247,0.0
814,1248,0.0
815,1249,2.0
816,1250,0.0
817,1251,0.0
818,1252,0.0
819,1253,2.0
820,1254,2.0
821,1255,2.0
822,1260,2.0
823,1261,0.0
824,1262,0.0
825,1263,0.0
826,1264,0.0
827,1265,0.0
828,1266,2.0
829,1267,2.0
830,1268,0.0
831,1269,2.0
832,1270,2.0
833,1271,2.0
834,1272,2.0
835,1273,0.0
836,1274,2.0
837,1275,0.0
838,1276,0.0
839,1277,0.0
840,1278,2.0
841,1279,0.0
842,1280,0.0
843,1281,0.0
844,1282,0.0
845,1283,0.0
846,1284,0.0
847,1285,2.0
848,1286,2.0
849,1287,2.0
850,1288,2.0
851,1289,2.0
852,1290,0.0
853,1291,0.0
854,1292,0.0
855,1293,0.0
856,1294,0.0
857,1295,2.0
858,1296,2.0
859,1297,2.0
860,1298,2.0
861,1309,0.0
862,1310,0.0
863,1311,0.0
864,1312,0.0
865,1313,0.0
866,1314,0.0
867,1315,0.0
868,1316,2.0
869,1317,2.0
870,1318,2.0
871,1322,2.0
872,1323,2.0
873,1324,0.0
874,1325,0.0
875,1326,2.0
876,1327,2.0
877,1328,2.0
878,1329,0.0
879,1330,2.0
880,1331,2.0
881,1332,2.0
882,1333,2.0
883,1334,2.0
884,1335,2.0
885,1336,2.0
886,1337,2.0
887,1338,2.0
888,1339,0.0
889,1340,0.0
890,1341,0.0
891,1342,0.0
892,1343,0.0
893,1344,0.0
894,1345,0.0
895,1346,2.0
896,1347,0.0
897,1348,2.0
898,1349,2.0
899,1350,2.0
900,1351,2.0
901,1352,2.0
902,1353,0.0
903,1354,0.0
904,1355,0.0
905,1356,0.0
906,1357,0.0
907,1358,0.0
908,1359,0.0
909,1360,2.0
910,1361,2.0
911,1362,2.0
912,1373,2.0
913,1374,2.0
914,1375,2.0
915,1376,0.0
916,1377,2.0
917,1378,0.0
918,1379,0.0
919,1380,0.0
920,1381,2.0
921,1382,2.0
922,1383,2.0
923,1386,2.0
924,1387,2.0
925,1388,0.0
926,1389,0.0
927,1390,2.0
928,1391,2.0
929,1392,2.0
930,1393,2.0
931,1394,2.0
932,1395,0.0
933,1396,2.0
934,1397,2.0
935,1398,0.0
936,1399,2.0
937,1400,2.0
938,1401,2.0
939,1402,2.0
940,1403,0.0
941,1404,0.0
942,1405,0.0
943,1406,0.0
944,1407,2.0
945,1408,0.0
946,1409,0.0
947,1410,0.0
948,1411,2.0
949,1412,2.0
950,1413,2.0
951,1414,2.0
952,1415,2.0
953,1416,2.0
954,1417,2.0
955,1418,0.0
956,1419,1.0
957,1420,1.0
958,1421,0.0
959,1422,0.0
960,1423,0.0
961,1424,2.0
962,1425,0.0
963,1426,0.0
964,1427,2.0
965,1439,0.0
966,1440,0.0
967,1441,0.0
968,1442,0.0
969,1443,0.0
970,1444,0.0
971,1445,0.0
972,1446,0.0
973,1447,0.0
974,1448,0.0
975,1449,0.0
976,1450,2.0
977,1451,2.0
978,1453,2.0
979,1454,2.0
980,1455,0.0
981,1456,0.0
982,1457,2.0
983,1458,2.0
984,1459,2.0
985,1460,2.0
986,1461,2.0
987,1462,0.0
988,1463,2.0
989,1464,2.0
990,1465,2.0
991,1466,2.0
992,1467,2.0
993,1468,0.0
994,1469,2.0
995,1470,2.0
996,1471,0.0
997,1472,0.0
998,1473,0.0
999,1474,0.0
1000,1475,2.0
1001,1476,2.0
1002,1477,2.0
1003,1478,0.0
1004,1479,0.0
1005,1480,0.0
1006,1481,2.0
1007,1482,2.0
1008,1483,2.0
1009,1484,2.0
1010,1485,2.0
1011,1486,2.0
1012,1487,0.0
1013,1488,1.0
1014,1489,0.0
1015,1490,2.0
1016,1491,2.0
1017,1492,0.0
1018,1493,0.0
1019,1494,2.0
1020,1495,2.0
1021,1508,2.0
1022,1509,2.0
1023,1510,2.0
1024,1511,2.0
1025,1512,0.0
1026,1513,0.0
1027,1514,0.0
1028,1515,0.0
1029,1516,0.0
1030,1517,0.0
1031,1518,0.0
1032,1519,2.0
1033,1522,2.0
1034,1523,2.0
1035,1524,0.0
1036,1525,2.0
1037,1526,2.0
1038,1527,2.0
1039,1528,2.0
1040,1529,2.0
1041,1530,2.0
1042,1531,0.0
1043,1532,0.0
1044,1533,0.0
1045,1534,2.0
1046,1535,2.0
1047,1536,2.0
1048,1537,0.0
1049,1538,2.0
1050,1539,0.0
1051,1540,0.0
1052,1541,0.0
1053,1542,0.0
1054,1543,0.0
1055,1544,2.0
1056,1545,0.0
1057,1546,0.0
1058,1547,0.0
1059,1548,0.0
1060,1549,2.0
1061,1550,2.0
1062,1551,2.0
1063,1552,2.0
1064,1553,2.0
1065,1554,2.0
1066,1555,2.0
1067,1556,0.0
1068,1557,0.0
1069,1558,0.0
1070,1559,0.0
1071,1560,2.0
1072,1561,0.0
1073,1562,0.0
1074,1563,0.0
1075,1564,0.0
1076,1579,0.0
1077,1580,0.0
1078,1581,2.0
1079,1582,0.0
1080,1583,2.0
1081,1584,0.0
1082,1585,2.0
1083,1586,0.0
1084,1587,2.0
1085,1588,0.0
1086,1589,2.0
1087,1590,2.0
1088,1593,2.0
1089,1594,2.0
1090,1595,2.0
1091,1596,2.0
1092,1597,2.0
1093,1598,2.0
1094,1599,2.0
1095,1600,2.0
1096,1601,0.0
1097,1602,0.0
1098,1603,0.0
1099,1604,0.0
1100,1605,0.0
1101,1606,2.0
1102,1607,2.0
1103,1608,2.0
1104,1609,2.0
1105,1610,2.0
1106,1611,0.0
1107,1612,0.0
1108,1613,0.0
1109,1614,0.0
1110,1615,0.0
1111,1616,0.0
1112,1617,2.0
1113,1618,0.0
1114,1619,0.0
1115,1620,2.0
1116,1621,2.0
1117,1622,2.0
1118,1623,2.0
1119,1624,2.0
1120,1625,2.0
1121,1626,2.0
1122,1627,0.0
1123,1628,0.0
1124,1629,0.0
1125,1630,0.0
1126,1631,0.0
1127,1632,0.0
1128,1633,0.0
1129,1634,1.0
1130,1635,0.0
1131,1636,0.0
1132,1651,0.0
1133,1652,0.0
1134,1653,0.0
1135,1654,0.0
1136,1655,0.0
1137,1656,2.0
1138,1657,2.0
1139,1658,0.0
1140,1659,0.0
1141,1660,0.0
1142,1661,2.0
1143,1662,2.0
1144,1666,2.0
1145,1667,0.0
1146,1668,2.0
1147,1669,2.0
1148,1670,2.0
1149,1671,2.0
1150,1672,2.0
1151,1673,2.0
1152,1674,2.0
1153,1675,2.0
1154,1676,2.0
1155,1677,0.0
1156,1678,2.0
1157,1679,2.0
1158,1680,0.0
1159,1681,2.0
1160,1682,0.0
1161,1683,0.0
1162,1684,0.0
1163,1685,0.0
1164,1686,0.0
1165,1687,0.0
1166,1688,0.0
1167,1689,0.0
1168,1690,0.0
1169,1691,2.0
1170,1692,2.0
1171,1693,2.0
1172,1694,2.0
1173,1695,2.0
1174,1696,2.0
1175,1697,2.0
1176,1698,0.0
1177,1699,1.0
1178,1700,1.0
1179,1701,1.0
1180,1702,0.0
1181,1703,0.0
1182,1704,0.0
1183,1705,0.0
1184,1706,1.0
1185,1707,1.0
1186,1708,0.0
1187,1724,0.0
1188,1725,2.0
1189,1726,2.0
1190,1727,0.0
1191,1728,0.0
1192,1729,0.0
1193,1730,0.0
1194,1731,0.0
1195,1732,0.0
1196,1733,0.0
1197,1734,2.0
1198,1735,2.0
1199,1739,2.0
1200,1740,2.0
1201,1741,2.0
1202,1742,2.0
1203,1743,2.0
1204,1744,2.0
1205,1745,0.0
1206,1746,2.0
1207,1747,2.0
1208,1748,0.0
1209,1749,2.0
1210,1750,0.0
1211,1751,2.0
1212,1752,0.0
1213,1753,0.0
1214,1754,0.0
1215,1755,0.0
1216,1756,0.0
1217,1757,0.0
1218,1758,0.0
1219,1759,0.0
1220,1760,0.0
1221,1761,0.0
1222,1762,0.0
1223,1763,2.0
1224,1764,2.0
1225,1765,2.0
1226,1766,2.0
1227,1767,2.0
1228,1768,2.0
1229,1769,2.0
1230,1770,2.0
1231,1771,0.0
1232,1772,1.0
1233,1773,0.0
1234,1774,0.0
1235,1775,0.0
1236,1776,0.0
1237,1777,0.0
1238,1778,0.0
1239,1779,2.0
1240,1780,0.0
1241,1781,0.0
1242,1782,0.0
1243,1783,0.0
1244,1784,2.0
1245,1785,0.0
1246,1786,2.0
1247,1787,2.0
1248,1798,2.0
1249,1799,2.0
1250,1800,0.0
1251,1801,2.0
1252,1802,2.0
1253,1803,0.0
1254,1804,0.0
1255,1805,2.0
1256,1806,0.0
1257,1807,0.0
1258,1808,0.0
1259,1809,0.0
1260,1810,2.0
1261,1813,2.0
1262,1814,0.0
1263,1815,2.0
1264,1816,2.0
1265,1817,2.0
1266,1818,2.0
1267,1819,0.0
1268,1820,0.0
1269,1821,2.0
1270,1822,2.0
1271,1823,2.0
1272,1824,0.0
1273,1825,0.0
1274,1826,0.0
1275,1827,0.0
1276,1828,0.0
1277,1829,0.0
1278,1830,0.0
1279,1831,0.0
1280,1832,0.0
1281,1833,2.0
1282,1834,2.0
1283,1835,2.0
1284,1836,0.0
1285,1837,2.0
1286,1838,2.0
1287,1839,2.0
1288,1840,2.0
1289,1841,2.0
1290,1842,2.0
1291,1843,0.0
1292,1844,0.0
1293,1845,0.0
1294,1846,1.0
1295,1847,0.0
1296,1848,0.0
1297,1849,0.0
1298,1850,2.0
1299,1851,0.0
1300,1852,0.0
1301,1853,0.0
1302,1854,0.0
1303,1855,0.0
1304,1856,1.0
1305,1857,1.0
1306,1858,0.0
1307,1859,0.0
1308,1860,0.0
1309,1861,2.0
1310,1862,0.0
1311,1873,0.0
1312,1874,2.0
1313,1875,0.0
1314,1876,2.0
1315,1877,0.0
1316,1878,0.0
1317,1879,0.0
1318,1880,2.0
1319,1881,2.0
1320,1882,0.0
1321,1883,2.0
1322,1884,0.0
1323,1885,2.0
1324,1888,2.0
1325,1889,0.0
1326,1890,2.0
1327,1891,2.0
1328,1892,2.0
1329,1893,0.0
1330,1894,2.0
1331,1895,2.0
1332,1896,2.0
1333,1897,0.0
1334,1898,0.0
1335,1899,0.0
1336,1900,0.0
1337,1901,0.0
1338,1902,0.0
1339,1903,0.0
1340,1904,0.0
1341,1905,2.0
1342,1906,0.0
1343,1907,0.0
1344,1908,0.0
1345,1909,0.0
1346,1910,0.0
1347,1911,0.0
1348,1912,0.0
1349,1913,2.0
1350,1914,2.0
1351,1915,2.0
1352,1916,2.0
1353,1917,2.0
1354,1918,0.0
1355,1919,0.0
1356,1920,0.0
1357,1921,0.0
1358,1922,0.0
1359,1923,2.0
1360,1924,0.0
1361,1925,0.0
1362,1926,2.0
1363,1927,0.0
1364,1928,0.0
1365,1929,2.0
1366,1930,0.0
1367,1931,0.0
1368,1932,0.0
1369,1933,0.0
1370,1934,0.0
1371,1935,0.0
1372,1936,0.0
1373,1937,0.0
1374,1938,2.0
1375,1950,2.0
1376,1951,0.0
1377,1952,0.0
1378,1953,2.0
1379,1954,2.0
1380,1955,2.0
1381,1956,2.0
1382,1957,2.0
1383,1958,2.0
1384,1959,2.0
1385,1960,0.0
1386,1961,0.0
1387,1962,0.0
1388,1963,2.0
1389,1965,2.0
1390,1966,0.0
1391,1967,0.0
1392,1968,2.0
1393,1969,2.0
1394,1970,2.0
1395,1971,0.0
1396,1972,2.0
1397,1973,0.0
1398,1974,2.0
1399,1975,0.0
1400,1976,2.0
1401,1977,0.0
1402,1978,0.0
1403,1979,2.0
1404,1980,2.0
1405,1981,0.0
1406,1982,0.0
1407,1983,2.0
1408,1984,0.0
1409,1985,0.0
1410,1986,0.0
1411,1987,0.0
1412,1988,2.0
1413,1989,2.0
1414,1990,0.0
1415,1991,2.0
1416,1992,0.0
1417,1993,0.0
1418,1994,0.0
1419,1995,0.0
1420,1996,0.0
1421,1997,0.0
1422,1998,0.0
1423,1999,0.0
1424,2000,0.0
1425,2001,0.0
1426,2002,0.0
1427,2003,0.0
1428,2004,0.0
1429,2005,0.0
1430,2006,0.0
1431,2007,2.0
1432,2008,0.0
1433,2009,0.0
1434,2010,0.0
1435,2011,0.0
1436,2012,0.0
1437,2013,0.0
1438,2014,0.0
1439,2015,2.0
1440,2029,0.0
1441,2030,2.0
1442,2031,2.0
1443,2032,2.0
1444,2033,2.0
1445,2034,2.0
1446,2035,2.0
1447,2036,0.0
1448,2037,2.0
1449,2038,2.0
1450,2039,2.0
1451,2040,0.0
1452,2041,2.0
1453,2043,2.0
1454,2044,2.0
1455,2045,2.0
1456,2046,2.0
1457,2047,0.0
1458,2048,0.0
1459,2049,2.0
1460,2050,2.0
1461,2051,0.0
1462,2052,0.0
1463,2053,0.0
1464,2054,2.0
1465,2055,0.0
1466,2056,2.0
1467,2057,2.0
1468,2058,2.0
1469,2059,2.0
1470,2060,2.0
1471,2061,0.0
1472,2062,2.0
1473,2063,2.0
1474,2064,2.0
1475,2065,2.0
1476,2066,2.0
1477,2067,2.0
1478,2068,2.0
1479,2069,2.0
1480,2070,0.0
1481,2071,0.0
1482,2072,0.0
1483,2073,0.0
1484,2074,0.0
1485,2075,0.0
1486,2076,0.0
1487,2077,0.0
1488,2078,2.0
1489,2079,0.0
1490,2080,0.0
1491,2081,2.0
1492,2082,0.0
1493,2083,2.0
1494,2084,2.0
1495,2085,2.0
1496,2086,2.0
1497,2087,0.0
1498,2088,0.0
1499,2089,0.0
1500,2090,0.0
1501,2091,0.0
1502,2092,0.0
1503,2093,2.0
1504,2107,0.0
1505,2108,2.0
1506,2109,2.0
1507,2110,2.0
1508,2111,2.0
1509,2112,0.0
1510,2113,2.0
1511,2114,2.0
1512,2115,0.0
1513,2116,0.0
1514,2117,2.0
1515,2118,0.0
1516,2119,0.0
1517,2120,2.0
1518,2121,2.0
1519,2125,2.0
1520,2126,2.0
1521,2127,2.0
1522,2128,2.0
1523,2129,0.0
1524,2130,2.0
1525,2131,2.0
1526,2132,0.0
1527,2133,2.0
1528,2134,2.0
1529,2135,2.0
1530,2136,2.0
1531,2137,2.0
1532,2138,2.0
1533,2139,0.0
1534,2140,0.0
1535,2141,2.0
1536,2142,2.0
1537,2143,2.0
1538,2144,2.0
1539,2145,2.0
1540,2146,2.0
1541,2147,2.0
1542,2148,2.0
1543,2149,0.0
1544,2150,0.0
1545,2151,0.0
1546,2152,0.0
1547,2153,0.0
1548,2154,0.0
1549,2155,2.0
1550,2156,0.0
1551,2157,0.0
1552,2158,2.0
1553,2159,2.0
1554,2160,0.0
1555,2161,0.0
1556,2162,2.0
1557,2163,2.0
